"respondent_id","probabilidade"
26707,0.290297256522567
26708,0.0761366781507555
26709,0.586360856778323
26710,0.773336955293798
26711,0.607685434427364
26712,0.828838185095857
26713,0.7640393313603
26714,0.555363961224952
26715,0.31119936397317
26716,0.811413975113178
26717,0.143715618394535
26718,0.477156317542199
26719,0.831890135028927
26720,0.159715844761831
26721,0.289472255083254
26722,0.490899457722746
26723,0.929572594087389
26724,0.619740692577252
26725,0.128980750040832
26726,0.115617773440737
26727,0.830901827862273
26728,0.508566902362368
26729,0.427745297172403
26730,0.293401187291555
26731,0.288473458434886
26732,0.336429916799805
26733,0.933767751393243
26734,0.724090262589932
26735,0.295071858075588
26736,0.289835747392406
26737,0.656721380588853
26738,0.767536451555654
26739,0.421028485639544
26740,0.37305704323991
26741,0.51767585764647
26742,0.654137911323354
26743,0.560032826067408
26744,0.40061528091086
26745,0.492743682399257
26746,0.367259201188941
26747,0.356112800360354
26748,0.186944137827282
26749,0.55752572765855
26750,0.858802947099623
26751,0.709037104083038
26752,0.217203594041573
26753,0.861242855412808
26754,0.605677865941751
26755,0.501166010104687
26756,0.0674895822056274
26757,0.275707961103109
26758,0.75966689340987
26759,0.192606427104541
26760,0.0793684031287059
26761,0.688812174476313
26762,0.62478613721424
26763,0.936730607983967
26764,0.874106394693796
26765,0.481763520858117
26766,0.260182632128439
26767,0.822220716060706
26768,0.193005616053161
26769,0.273871508844413
26770,0.26666657352564
26771,0.216393441839454
26772,0.251812882117873
26773,0.242990961539457
26774,0.403814347206643
26775,0.294175762408644
26776,0.251189883841824
26777,0.672700496848538
26778,0.0725177067214169
26779,0.289518519875625
26780,0.682014437633308
26781,0.516459154220425
26782,0.440060036525435
26783,0.282455202940241
26784,0.816448945988637
26785,0.383499046821417
26786,0.289067341716757
26787,0.607478870894425
26788,0.493169434546876
26789,0.269175396441234
26790,0.170358034691929
26791,0.0981066712140616
26792,0.483448818709288
26793,0.789742515464287
26794,0.805161936142904
26795,0.446323361177831
26796,0.297143210075096
26797,0.51109240506473
26798,0.484994866720495
26799,0.492702382702338
26800,0.730556023511668
26801,0.285543589979214
26802,0.591805696268222
26803,0.198161507833165
26804,0.211564431639106
26805,0.0961266319710874
26806,0.702156356063662
26807,0.871788372168925
26808,0.432597763924875
26809,0.326011912990609
26810,0.124344676436331
26811,0.217525237784828
26812,0.390798344734065
26813,0.642685791200554
26814,0.492818031367902
26815,0.153139946322843
26816,0.117161582304357
26817,0.587768411007251
26818,0.168305796320326
26819,0.257416678307295
26820,0.349198714475264
26821,0.435441217595504
26822,0.267971326135621
26823,0.792692276495108
26824,0.504232056881167
26825,0.634940069642545
26826,0.623223118633816
26827,0.0514475360589406
26828,0.791752055054484
26829,0.914031267937797
26830,0.541718956334961
26831,0.819655744317517
26832,0.26860857045364
26833,0.269769757020507
26834,0.309740919411209
26835,0.516217998170767
26836,0.856323363001704
26837,0.218941159389249
26838,0.687323473960265
26839,0.575571652035705
26840,0.168257301071379
26841,0.736780584708381
26842,0.126756377502515
26843,0.126847189332091
26844,0.242787819850012
26845,0.553002105751824
26846,0.510159922599548
26847,0.481259462802224
26848,0.341841939177482
26849,0.826404024811706
26850,0.414924444420652
26851,0.126809620675955
26852,0.136125820141843
26853,0.543771797158913
26854,0.0819031195307434
26855,0.800656322312611
26856,0.252945512038883
26857,0.446304919370308
26858,0.366729375168427
26859,0.180647843427731
26860,0.507743002345064
26861,0.35282336470095
26862,0.126438238877635
26863,0.436299280736676
26864,0.762493027502245
26865,0.0706553447959326
26866,0.680323858625816
26867,0.34775375490193
26868,0.906623847403953
26869,0.175678693305744
26870,0.832017463354908
26871,0.0874318816696926
26872,0.143052602994703
26873,0.727559913759199
26874,0.351046232292533
26875,0.822050737840689
26876,0.277738288038148
26877,0.240733124550063
26878,0.30868129030228
26879,0.0567561560474686
26880,0.144046709540309
26881,0.196764274555324
26882,0.15226465694842
26883,0.372144660740437
26884,0.215144194948103
26885,0.361791385839353
26886,0.703952073587333
26887,0.843059591928593
26888,0.901584856300462
26889,0.172090810139856
26890,0.548196383140029
26891,0.516411754091534
26892,0.643063331050646
26893,0.255141409456341
26894,0.397195170471074
26895,0.471438101029158
26896,0.141991772901832
26897,0.523049367881916
26898,0.322847425782165
26899,0.111257205997692
26900,0.498716813739713
26901,0.291339273643615
26902,0.633015354641136
26903,0.282358244270603
26904,0.560048265101559
26905,0.853368180133256
26906,0.371562310400561
26907,0.27714887973585
26908,0.571616743461439
26909,0.456405578576807
26910,0.426814040505359
26911,0.181680082395101
26912,0.858442338761886
26913,0.756543289040528
26914,0.237915456244601
26915,0.433090355154457
26916,0.207338496214776
26917,0.0671330113748835
26918,0.910869090641964
26919,0.700104244192361
26920,0.174009567054175
26921,0.631639608425839
26922,0.379909336671816
26923,0.761622478814925
26924,0.89971050158634
26925,0.387861034139991
26926,0.388653846032366
26927,0.740840285156263
26928,0.315420793857541
26929,0.276784170645858
26930,0.768423139697444
26931,0.591641752033565
26932,0.721367440038921
26933,0.263828994942769
26934,0.711956664815677
26935,0.557206185900213
26936,0.216504390544282
26937,0.79904529236526
26938,0.0953646560080214
26939,0.15313153987528
26940,0.41354058903885
26941,0.718181872854261
26942,0.845394015983133
26943,0.345487281497733
26944,0.292564268585404
26945,0.754750113670806
26946,0.467966095037604
26947,0.638212428620107
26948,0.177103038262617
26949,0.186464465968021
26950,0.417824282345503
26951,0.627656498978306
26952,0.917075995173579
26953,0.887201876822218
26954,0.136679683001732
26955,0.588749889759668
26956,0.289720293232285
26957,0.679798989323713
26958,0.559873416388588
26959,0.215355218093131
26960,0.210862758636228
26961,0.832758678002547
26962,0.693059213439556
26963,0.272037986585705
26964,0.276447067511468
26965,0.829007928244059
26966,0.21611227877387
26967,0.397668048896657
26968,0.446884328393996
26969,0.553412249498213
26970,0.740037415117633
26971,0.523003608393493
26972,0.0973687232284244
26973,0.0970498276023997
26974,0.633701811312924
26975,0.768756666553788
26976,0.937141399453166
26977,0.689169031643229
26978,0.407907017121484
26979,0.55558503783215
26980,0.241820604761781
26981,0.391036325791442
26982,0.678566870740817
26983,0.744587648335223
26984,0.141186772322351
26985,0.0562522860325792
26986,0.749574842282992
26987,0.152806798840723
26988,0.209361145276544
26989,0.631707255910556
26990,0.2726935898311
26991,0.460814748575538
26992,0.48669144926322
26993,0.637226489881797
26994,0.461795844603687
26995,0.727447705426102
26996,0.363332548183223
26997,0.0422804569214908
26998,0.103749084738512
26999,0.54259704001709
27000,0.672246622238191
27001,0.537237643236454
27002,0.261587595486245
27003,0.156274614096241
27004,0.235020499824489
27005,0.701889499768006
27006,0.92857225782262
27007,0.339463256336935
27008,0.195761619987956
27009,0.687864771348813
27010,0.205623410482937
27011,0.179728768363174
27012,0.773884002892706
27013,0.687323473960265
27014,0.185258991146824
27015,0.141880725193913
27016,0.43345591865063
27017,0.697738940865726
27018,0.605071704867255
27019,0.894489384177716
27020,0.255804061116683
27021,0.67094946618868
27022,0.348024973028809
27023,0.185047595051931
27024,0.346976698338555
27025,0.185773834302598
27026,0.371813996373673
27027,0.401824310764689
27028,0.869457368669589
27029,0.213552740071307
27030,0.335033108357946
27031,0.780558869370737
27032,0.534058804141144
27033,0.851175563210636
27034,0.146800083037405
27035,0.348584728496875
27036,0.749376375507632
27037,0.756230813035384
27038,0.0810473841944456
27039,0.810307319168285
27040,0.314716844688291
27041,0.30756292750219
27042,0.329675478121245
27043,0.774919899980622
27044,0.0448412400985906
27045,0.368132596488415
27046,0.17236920013976
27047,0.57848862496885
27048,0.48674524631208
