"respondent_id","probabilidade"
26707,0.179306702712142
26708,0.0312105953439865
26709,0.140722323598141
26710,0.390419382657603
26711,0.391098642332507
26712,0.767743268099929
26713,0.0814850474170166
26714,0.152897733312084
26715,0.0376375142369476
26716,0.487389493117061
26717,0.0543546444401219
26718,0.249889192056404
26719,0.402903755395518
26720,0.038407019009126
26721,0.112438210453881
26722,0.122826345802751
26723,0.319075199159415
26724,0.0656376865409463
26725,0.0337188267233137
26726,0.0310393484526832
26727,0.336838513723893
26728,0.276110362900544
26729,0.0656438290040949
26730,0.0631757170869414
26731,0.114433566534333
26732,0.101624605170101
26733,0.711460788240333
26734,0.533878324363656
26735,0.15247842398564
26736,0.153176266578671
26737,0.0828348482315636
26738,0.630504919611836
26739,0.143035486872177
26740,0.133368511013328
26741,0.190457625307919
26742,0.198308229365374
26743,0.150729061548602
26744,0.108372202465093
26745,0.225348043627996
26746,0.0795078860079195
26747,0.0319409416559008
26748,0.0317852443448883
26749,0.260732626188473
26750,0.168805618032799
26751,0.500835490937732
26752,0.0811280628016713
26753,0.410969525937794
26754,0.553258745622662
26755,0.16978617504778
26756,0.0599024073652521
26757,0.0984642951867002
26758,0.48690267429646
26759,0.0308717759363314
26760,0.0243483100833227
26761,0.310784315040459
26762,0.455921270580499
26763,0.78316137046609
26764,0.752883195893935
26765,0.171115310844416
26766,0.124226766929092
26767,0.669146747282455
26768,0.165656671957598
26769,0.0481472171441878
26770,0.153736620513822
26771,0.0180270199239989
26772,0.159627203015206
26773,0.410960850645466
26774,0.126374556697178
26775,0.094945391331327
26776,0.115906199202297
26777,0.54512775609803
26778,0.0881844081500712
26779,0.304224682614429
26780,0.239675681202251
26781,0.0436613866159457
26782,0.114411461908005
26783,0.0319409416559008
26784,0.371812425923617
26785,0.113610128777126
26786,0.0548591237502675
26787,0.065402244326689
26788,0.215378305466831
26789,0.235775902471831
26790,0.0485641759290182
26791,0.0533626610402757
26792,0.1545713475859
26793,0.406547343592714
26794,0.348103118443312
26795,0.708685245211317
26796,0.0484792570073869
26797,0.644139502800635
26798,0.159522778167907
26799,0.0795078860079195
26800,0.54953967051754
26801,0.0666557879044106
26802,0.0939144789259948
26803,0.0522856215072758
26804,0.0349227286165046
26805,0.08260190942015
26806,0.175561050247767
26807,0.437397478897353
26808,0.093868107763642
26809,0.153510685797303
26810,0.0636986139358658
26811,0.023474122977217
26812,0.461070436421799
26813,0.186576755422936
26814,0.0442894318028493
26815,0.0202734112889671
26816,0.158353277500624
26817,0.138784587015074
26818,0.341586324961292
26819,0.361526578860681
26820,0.0737047959860266
26821,0.0716757667432164
26822,0.137536820490206
26823,0.314891461059325
26824,0.0834219444660535
26825,0.258113230965166
26826,0.132303460745317
26827,0.0565409523320049
26828,0.138216861028122
26829,0.665578667048039
26830,0.0652309010562494
26831,0.238512301773879
26832,0.263586046177824
26833,0.148842101166398
26834,0.119709786313234
26835,0.236212459142701
26836,0.424227097496406
26837,0.054506003941129
26838,0.177487320514485
26839,0.169666075188854
26840,0.106017387341776
26841,0.226928759593644
26842,0.163099834650516
26843,0.0156223026266011
26844,0.0923041184034225
26845,0.0644157689939661
26846,0.108054033857771
26847,0.141238523362809
26848,0.21095443506291
26849,0.547386461564992
26850,0.226661853613065
26851,0.0760842611633186
26852,0.101007023671293
26853,0.144964341119293
26854,0.0375117520519666
26855,0.319310621365713
26856,0.0272732634149223
26857,0.155213724816879
26858,0.225074059840084
26859,0.0272838426311081
26860,0.0440232793136505
26861,0.0299000685899071
26862,0.0806329500524242
26863,0.143040771616656
26864,0.0825047277503616
26865,0.0693169614153009
26866,0.106202542908519
26867,0.160369268840622
26868,0.706839761941986
26869,0.0676938920786956
26870,0.379890986924084
26871,0.0140625076687191
26872,0.0378373625613342
26873,0.155190536886116
26874,0.0522856215072758
26875,0.236690204252402
26876,0.0357849665450573
26877,0.128870846470079
26878,0.0428450444120073
26879,0.0155380289570455
26880,0.0488938339983252
26881,0.0241293537729312
26882,0.0590043296002836
26883,0.292056249338215
26884,0.0586990020829522
26885,0.221511280378269
26886,0.130368132532907
26887,0.354468172421137
26888,0.742256230144116
26889,0.0266903568515214
26890,0.041486888551504
26891,0.297843977169092
26892,0.235210190116219
26893,0.0978645550330974
26894,0.435105967206132
26895,0.119171826169659
26896,0.101007023671293
26897,0.189499467195148
26898,0.254974657689209
26899,0.0279238712781516
26900,0.210960189981352
26901,0.209619648183526
26902,0.223638269018958
26903,0.0720456241547145
26904,0.141261242612418
26905,0.0915647903810789
26906,0.0327985736373583
26907,0.143363775975581
26908,0.121142569734529
26909,0.221506648677399
26910,0.0609746324786623
26911,0.109281482080446
26912,0.558050558789542
26913,0.359066243184842
26914,0.0324611071179584
26915,0.265441679599219
26916,0.0628871120403145
26917,0.0435422807501452
26918,0.666597724837696
26919,0.180553700661624
26920,0.0319409416559008
26921,0.222801790837498
26922,0.134493377780787
26923,0.276682432591106
26924,0.742088201734339
26925,0.391075310781387
26926,0.550329833642336
26927,0.296195948983336
26928,0.115906199202297
26929,0.111750071046984
26930,0.344021271803051
26931,0.177642170467486
26932,0.357383094730269
26933,0.0918590155816073
26934,0.276287696707069
26935,0.19144825832775
26936,0.197788764664664
26937,0.0849988255947401
26938,0.0429278769500947
26939,0.144795856810834
26940,0.105381921786173
26941,0.184989691150805
26942,0.521508711025793
26943,0.258103210040442
26944,0.0315552252016165
26945,0.0418508295631647
26946,0.0887934874484954
26947,0.0824797607394541
26948,0.110114756412913
26949,0.0265799818079946
26950,0.0693259498135617
26951,0.125526846530668
26952,0.661159463781106
26953,0.377026754598001
26954,0.0356131868918916
26955,0.073849778782905
26956,0.0569351800660569
26957,0.263007016395842
26958,0.411074617050341
26959,0.141169511883618
26960,0.021194825435271
26961,0.143950072726004
26962,0.153411415131274
26963,0.0790662051862759
26964,0.0632299505883618
26965,0.252857899826212
26966,0.0145248388894892
26967,0.036765654558702
26968,0.367228574191229
26969,0.21341140495945
26970,0.502092355076857
26971,0.277409475511413
26972,0.103794780815961
26973,0.108880498836972
26974,0.310613849242086
26975,0.276506584142023
26976,0.616019594130852
26977,0.161329180731354
26978,0.162178967397445
26979,0.426000319651924
26980,0.0243691886576554
26981,0.0673650661636398
26982,0.577711957963266
26983,0.146623192775154
26984,0.0304139295862215
26985,0.0371297144769349
26986,0.0837897113968
26987,0.0324611071179584
26988,0.0150681093285893
26989,0.434072038461644
26990,0.0249297342851312
26991,0.0830018828185651
26992,0.289194183488188
26993,0.135003149594056
26994,0.138398339362015
26995,0.213587678729724
26996,0.166468990844813
26997,0.0286288429402118
26998,0.030042260053409
26999,0.087529453294525
27000,0.0385985251153084
27001,0.0880477338947791
27002,0.152769268835771
27003,0.020166856040498
27004,0.0591175115798226
27005,0.314549399217631
27006,0.566648648014277
27007,0.0591882311006264
27008,0.0305379842595332
27009,0.164410775769855
